"title","document_type","eli5","keywords","url"
"Protecting The American People Against Invasion – The White House","Executive Order","The President made some new rules to make sure people coming into the country without permission are stopped or sent back, and that the laws are followed very closely. They're making sure everyone who helps with this will work together well.","immigration; national security; federal enforcement; illegal aliens; homeland security","https://www.whitehouse.gov/presidential-actions/2025/01/protecting-the-american-people-against-invasion/"
"Protecting The Meaning And Value Of American Citizenship – The White House","Executive Order","This document from the President says that not all babies born in the U.S. can become citizens automatically. If the baby's parents are not legally living in the U.S. or are only here temporarily, the baby might not get U.S. citizenship.","birthright citizenship; Fourteenth Amendment; U.S. citizenship; executive order; immigration; jurisdiction; lawful permanent resident; legal status; United States","https://www.whitehouse.gov/presidential-actions/2025/01/protecting-the-meaning-and-value-of-american-citizenship/"
"Protecting The United States From Foreign Terrorists And Other National Security And Public Safety Threats – The White House","Executive Order","The President made new rules to keep bad people out of the country. They want to check everyone really carefully who wants to come in, especially if they're from places that might be dangerous.","national security; foreign terrorists; immigration; vetting; screening; INA; public safety; immigration laws","https://www.whitehouse.gov/presidential-actions/2025/01/protecting-the-united-states-from-foreign-terrorists-and-othernational-security-and-public-safety-threats/"
"Putting America First In International Environmental Agreements – The White House","Executive Order","The President said that America will stop being part of a big plan with other countries to fight climate change because it isn't fair for Americans. He wants to make sure America uses its money for itself and not for others who don't need it.","Executive Order; International Environmental Agreements; Paris Agreement; United Nations Framework Convention on Climate Change; Climate Finance; U.S. Economy; Withdrawal","https://www.whitehouse.gov/presidential-actions/2025/01/putting-america-first-in-international-environmental-agreements/"
"Putting People Over Fish: Stopping Radical Environmentalism to Provide Water to Southern California – The White House","Presidential Memorandum","The President is telling some government helpers to make sure Southern California gets more water from rivers because they need it, especially to help prevent serious fires. Some people stopped this plan before to protect some fish, but now the President wants it to start again.","Presidential Memorandum; Water Supply; Southern California; Sacramento-San Joaquin Delta; Delta smelt; Environmentalism; Wildfires","https://www.whitehouse.gov/presidential-actions/2025/01/putting-people-over-fish-stopping-radical-environmentalism-to-provide-water-to-southern-california/"
"Readout of President Donald J. Trump Call with Crown Prince Mohammed bin Salman – The White House","Press Release","President Trump called a prince from Saudi Arabia to talk about working together to make their countries safer and richer.","President Donald J. Trump; Crown Prince Mohammed bin Salman; Saudi Arabia; Middle East stability; regional security; terrorism; economic ambitions; trade; mutual prosperity","https://www.whitehouse.gov/briefings-statements/2025/01/readout-of-president-donald-j-trump-call-with-crown-prince-mohammad-bin-salman/"
"Readout of President Donald J. Trump's Call with King Abdullah II of Jordan – The White House","Press Release","President Trump talked on the phone with King Abdullah of Jordan. King Abdullah said congratulations to Trump for becoming President, and they both talked about keeping the region peaceful and safe.","Trump; King Abdullah II; Jordan; inauguration; regional peace; security; stability","https://www.whitehouse.gov/briefings-statements/2025/01/readout-of-president-donald-j-trumps-call-with-king-abdullah-ii-of-jordan/"
"Readout of President Donald J. Trump's Call with President Nayib Bukele – The White House","Press Release","President Trump talked on the phone with President Bukele of El Salvador about stopping illegal immigration and fighting bad gangs. President Trump said President Bukele is doing a good job and setting a good example.","Donald J. Trump; Nayib Bukele; El Salvador; illegal immigration; transnational gangs; Tren de Aragua; leadership; Western Hemisphere; diplomacy; regional security","https://www.whitehouse.gov/briefings-statements/2025/01/readout-of-president-donald-j-trumps-call-with-president-bukele/"
"Realigning the United States Refugee Admissions Program – The White House","Executive Order","The President decided to pause letting refugees into the country for now because they want to make sure it is safe and there's enough resources to help everyone, including the people already living here.","Refugee admissions; United States; Executive Order; Suspension; Assimilation; National Security; Homeland Security","https://www.whitehouse.gov/presidential-actions/2025/01/realigning-the-united-states-refugee-admissions-program/"
"Reevaluating And Realigning United States Foreign Aid – The White House","Presidential Action","The President wants to make sure the money the U.S. gives to help other countries is used in a way that matches what the U.S. wants. So, for the next 90 days, they're stopping this help to check if it's being used the best way possible.","United States; foreign aid; policy; 90-day pause; efficiency; Office of Management and Budget; Secretary of State; review","https://www.whitehouse.gov/presidential-actions/2025/01/reevaluating-and-realigning-united-states-foreign-aid/"
"Reforming The Federal Hiring Process And Restoring Merit To Government Service – The White House","Executive Order","The President made a new rule to make it easier and fairer for smart and dedicated people to get jobs in the government, like making the hiring process faster and using better technology.","Federal hiring; Merit-based; Executive order; American values; Efficiency; Constitutional principles; Technology in recruitment","https://www.whitehouse.gov/presidential-actions/2025/01/reforming-the-federal-hiring-process-and-restoring-merit-to-government-service/"
"Regulatory Freeze Pending Review – The White House","Presidential Memorandum","Sometimes, when a new President starts, they want to check the rules and changes that were about to happen. So, they tell everyone to wait and look at these rules again to make sure they're the best they can be.","Regulatory Freeze; Executive Departments; Presidential Memorandum; Office of Management and Budget; Federal Register; Rule Review; Regulation; Executive Orders","https://www.whitehouse.gov/presidential-actions/2025/01/regulatory-freeze-pending-review/"
"Remarks by President Trump After Air Force One Arrival Fletcher, NC – The White House","Press Release","President Trump talked about fixing damage in North Carolina quickly because he thinks the current helpers aren’t doing a good job. He also wants other countries to lower oil prices to help stop a war and thinks California needs to change some rules to get more help.","President Trump; North Carolina; FEMA; disaster management; OPEC; oil prices; Ukraine; California; voter ID; deportation","https://www.whitehouse.gov/remarks/2025/01/remarks-by-president-trump-after-air-force-one-arrival-fletcher-nc/"
"Remarks by President Trump and Vice President Vance at Liberty Ball – The White House","Presidential Action","President Trump and Vice President Vance gave a talk at a big party in Washington, D.C., saying they want to make America great by working together and fixing things. They had fun and even danced to a song!","President Trump; Vice President Vance; Liberty Ball; 2025 Inauguration; Washington D.C.; U.S. Presidency; National Policies; Economic Plans; Military Strength; Gender Policies","https://www.whitehouse.gov/remarks/2025/01/remarks-by-president-trump-and-vice-president-vance-at-liberty-ball/"
"Remarks by President Trump and Vice President Vance at Starlight Ball – The White House","Press Release","President Trump and Vice President Vance gave speeches at a big party to celebrate Trump becoming president again. They thanked people for helping them win. They talked about their plans to protect the country and make it better by working hard and fixing problems.","President Trump; Vice President JD Vance; Inauguration; 2025; Starlight Ball; Washington D.C.; Immigration; Economy; International Relations; Supporters","https://www.whitehouse.gov/remarks/2025/01/remarks-by-president-trump-and-vice-president-vance-at-starlight-ball/"
"Remarks by President Trump at Executive Order Signing – The White House","Presidential Action","President Trump signed important papers to make America a leader in technology and crypto. He also helped a Native American tribe and some people who protested. He talked about how he wants better deals with other countries too.","Trump; Executive Orders; AI; Crypto; Lumbee Tribe; Pardons; Declassification; Geopolitics; Economy; Interest Rates","https://www.whitehouse.gov/remarks/2025/01/remarks-by-president-trump-at-executive-order-signing/"
"Remarks By President Trump at the World Economic Forum – The White House","Presidential Memorandum","President Trump gave a speech about what he's doing to make America better, like lowering taxes and creating more jobs, and he talked about working with other countries to stop wars and make the world safer.","President Trump; World Economic Forum; economic policies; deregulation; international relations; tax cuts; denuclearization; US-China relations; Russia-Ukraine conflict; energy policy","https://www.whitehouse.gov/remarks/2025/01/remarks-by-president-trump-at-the-world-economic-forum/"
"Remarks by President Trump Before Air Force One Departure – The White House","Press Release","President Trump at an airport talked about people being allowed to build their houses faster and was happy about a new helper called Pete Hegseth who would help with defense. He didn't mind about some people not liking Pete, because winning mattered to him.","Trump; Air Force One; Secretary of Defense; Pete Hegseth; Mitch McConnell; Los Angeles; Governance; Federal Aid; Permits; Senate Confirmation","https://www.whitehouse.gov/remarks/2025/01/remarks-by-president-trump-before-air-force-one-departure/"
"Remarks by President Trump Before Marine One Departure – The White House","Press Release","President Trump talked about going to North Carolina and Los Angeles to help with a hurricane and a fire. He also said he supports the March for Life and pardoned some people who got in trouble for pro-life stuff.","President Trump; Marine One; North Carolina; Los Angeles; March for Life; Adam Schiff; Pete Hegseth; Tariffs; Pardon; JD Vance","https://www.whitehouse.gov/remarks/2025/01/remarks-by-president-trump-before-marine-one-departure/"
"Remarks by President Trump During Hurricane Helene Briefing – The White House","Press Release","President Trump talked about a strong storm called Hurricane Helene that caused a lot of damage in North Carolina. He said he wants local leaders to fix things faster and might change how a group called FEMA helps during disasters.","Hurricane Helene; North Carolina; FEMA; disaster response; Franklin Graham; Samaritan's Purse; President Trump; tariffs; international trade; California; voter ID laws; security detail","https://www.whitehouse.gov/remarks/2025/01/remarks-by-president-trump-during-hurricane-helene-briefing/"
"Remarks – The White House","Press Release","Imagine a list of times President Trump spoke in January 2025, like at big meetings and parties. Each time he spoke, there's a link you can click to read what he said.","President Trump; Remarks; January 2025; Executive Order; Hurricane Helene Briefing; World Economic Forum; Inaugural Address","https://www.whitehouse.gov/remarks/"
"Removing Barriers to American Leadership in Artificial Intelligence – The White House","Executive Order","The President made new rules to help the United States stay the best at making smart computers, called AI. They want to get rid of old rules that get in the way and make new ones that are fair and help everyone.","Artificial Intelligence; AI Innovation; Government Policy; Executive Order; American Leadership","https://www.whitehouse.gov/presidential-actions/2025/01/removing-barriers-to-american-leadership-in-artificial-intelligence/"
"Restoring Accountability for Career Senior Executives – The White House","Presidential Memorandum","The President wrote a letter to make sure top government workers do a good job. If they're not helpful, they might have to change jobs or even leave!","Presidential Memorandum; Accountability; Senior Executive Service; Executive Management; Government Performance; Policy Implementation","https://www.whitehouse.gov/presidential-actions/2025/01/restoring-accountability-for-career-senior-executives/"
"Restoring Accountability To Policy-Influencing Positions Within the Federal Workforce – The White House","Presidential Action","The President made a new rule to make sure government workers who help make important decisions do their jobs well. If they don't follow the rules, they can be let go. This is to make sure the government runs smoothly.","Presidential Executive Order; federal workforce; accountability; Schedule F; civil service; policy-influencing positions; Executive Order 13957; Schedule Policy/Career; Office of Personnel Management","https://www.whitehouse.gov/presidential-actions/2025/01/restoring-accountability-to-policy-influencing-positions-within-the-federal-workforce/"
"Restoring Freedom Of Speech And Ending Federal Censorship – The White House","Executive Order","The President says nobody in the government can stop people from saying what they want online, and there will be checks to make sure nobody in the past did that either.","Executive Order; Freedom of Speech; Censorship; First Amendment; Federal Government; Online Platforms; Misinformation; Attorney General","https://www.whitehouse.gov/presidential-actions/2025/01/restoring-freedom-of-speech-and-ending-federal-censorship/"
"Restoring Names That Honor American Greatness – The White House","Executive Order","The President decided to change the names of some important places to make sure people remember big moments and heroes in American history. They're changing the name of a mountain back to 'Mount McKinley' and the Gulf of Mexico to the 'Gulf of America.'","Presidential Actions; U.S. Board on Geographic Names; Mount McKinley; Gulf of America; American heritage; Geographic Names Information System; Secretary of the Interior; Semiquincentennial","https://www.whitehouse.gov/presidential-actions/2025/01/restoring-names-that-honor-american-greatness/"
"Restoring The Death Penalty And Protecting Public Safety – The White House","Executive Order","The President made a new rule to make sure people who do really bad crimes can be punished by death, like in the past. It's to keep everyone safe, and they want all the judges and lawyers to follow this rule.","Capital Punishment; Death Penalty; Public Safety; Federal Law; Executive Order; Justice Department; Lethal Injection; Supreme Court","https://www.whitehouse.gov/presidential-actions/2025/01/restoring-the-death-penalty-and-protecting-public-safety/"
"Return to In-Person Work – The White House","Presidential Memorandum","The U.S. Government wants its workers to come back to the office instead of working from home, but they can make exceptions if needed.","Return to In-Person Work; Remote Work Termination; Executive Branch; Government Employees; In-Person Work Exemptions","https://www.whitehouse.gov/presidential-actions/2025/01/return-to-in-person-work/"
"Securing Our Borders – The White House","Presidential Action","The President wants to make sure the country's borders are safe by building walls and having more people and laws to stop bad guys from coming in without permission.","border security; illegal immigration; immigration policy; southern border; Migrant Protection Protocols; DNA fingerprinting; law enforcement","https://www.whitehouse.gov/presidential-actions/2025/01/securing-our-borders/"
"STATEMENT OF ADMINISTRATION POLICY H.R. 21 – Born-Alive Abortion Survivors Protection Act – The White House","Statement of Administration Policy","The government wants to make sure that if a baby is born alive after an abortion, doctors must do everything to take care of it, just like they would for any other baby.","Born-Alive Abortion Survivors; H.R. 21; Healthcare; Protection; Infanticide; Legal Action","https://www.whitehouse.gov/briefings-statements/2025/01/statement-of-administration-policy-h-r-21-born-alive-abortion-survivors-protection-act/"
"Strengthening American Leadership in Digital Financial Technology – The White House","Executive Order","### ELI5

The U.S. President wants to make sure that America is the leader in digital money and technology. He made new rules to help people use digital money safely, protect the dollar, and said no to government-made digital money. He also set up a team to come up with ideas on how to handle digital money better.","Digital Assets; Blockchain; Stablecoins; Central Bank Digital Currencies; Regulatory Framework; Financial Technology; Presidential Executive Order; Digital Financial Technology; United States Dollar; National Digital Asset Stockpile","https://www.whitehouse.gov/presidential-actions/2025/01/strengthening-american-leadership-in-digital-financial-technology/"
"President Trump Announces Sub-Cabinet Appointments – The White House","Presidential Action","The President picked a bunch of new people to help run the big government jobs because some others left, and now they need to be checked by a group of people called the Senate before they start.","Presidential Appointments; Sub-Cabinet; Nominations; Trump Administration; Senate Confirmation; January 2025","https://www.whitehouse.gov/presidential-actions/2025/01/sub-cabinet-appointments/"
"Temporary Withdrawal of All Areas on the Outer Continental Shelf from Offshore Wind Leasing and Review of the Federal Government's Leasing and Permitting Practices for Wind Projects – The White House","Presidential Memorandum","The President decided to stop letting people build new wind farms in the ocean for a while to check if they're good or bad for us and the environment, and how they affect things like sea animals and electricity costs.","Outer Continental Shelf; wind energy leasing; environmental impact; fishing industry; energy policy; wind projects review","https://www.whitehouse.gov/presidential-actions/2025/01/temporary-withdrawal-of-all-areas-on-the-outer-continental-shelf-from-offshore-wind-leasing-and-review-of-the-federal-governments-leasing-and-permitting-practices-for-wind-projects/"
"The Cabinet","Fact Sheet","This page talks about President Trump's new team and lists who he wants in charge of important jobs. Each person has a special story and experience that makes them good at their job.","Trump Cabinet; Lee Zeldin; Kelly Loeffler; Pam Bondi; John Ratcliffe; CIA; Secretary of State; Marco Rubio; Doug Collins; Cabinet Nominees","https://www.whitehouse.gov/administration/the-cabinet/"
"The First 100 Hours: Historic Action to Kick off America's Golden Age – The White House","Presidential Action","President Trump, as soon as he started his second term in 2025, quickly made some big changes. He worked on making America safer and stronger by stopping illegal immigration and supporting American businesses. He also helped America use its own energy more and brought lots of new jobs.","Donald Trump; executive orders; border security; deportation; American energy; economic growth; manufacturing; investment; environmental regulations","https://www.whitehouse.gov/presidential-actions/2025/01/the-first-100-hours-historic-action-to-kick-off-americas-golden-age/"
"The Inaugural Address – The White House","Presidential Action","The President was sworn in and promised to make America strong again. They want to make sure everyone feels safe, make the country richer, and work together as one big family to do amazing things.","inauguration; national security; economic growth; border protection; energy production; military strength; American unity","https://www.whitehouse.gov/remarks/2025/01/the-inaugural-address/"
"The Organization for Economic Co-operation and Development (OECD) Global Tax Deal (Global Tax Deal) – The White House","Presidential Memorandum","This document is a special letter from the President telling important U.S. money people to say 'no' to a big world tax plan unless Congress decides to join it. It makes sure America decides what taxes to have, not other countries.","OECD Global Tax Deal; United States; Treasury; International Tax Policy; Economic Sovereignty; American Companies","https://www.whitehouse.gov/presidential-actions/2025/01/the-organization-for-economic-co-operation-and-development-oecd-global-tax-deal-global-tax-deal/"
"The White House Building","Fact Sheet","The White House is where the President of the United States lives and works. It has been around for over 200 years, starting with George Washington choosing the spot. It got burned down once but was rebuilt. Lots of important people visit there, and it’s really big with lots of rooms.","White House; George Washington; James Hoban; Theodore Roosevelt; Harry S. Truman; architecture; presidential residence; West Wing; history","https://www.whitehouse.gov/about-the-white-house/the-white-house/"
"Unleashing Alaska's Extraordinary Resource Potential – The White House","Executive Order","The President wants to use Alaska's energy and natural resources to help the economy and keep the nation secure. He is making changes to allow more projects like oil and gas drilling in Alaska, which were stopped before.","Alaska; natural resources; energy development; economic policy; liquefied natural gas; regulation changes; national security","https://www.whitehouse.gov/presidential-actions/2025/01/unleashing-alaskas-extraordinary-resource-potential/"
"Unleashing American Energy – The White House","Executive Order","This document is like a big plan from the boss of the country to make sure we use our energy and materials better. The boss says we need to dig more for things like oil and minerals in our land to make energy cheap and jobs more. He also wants to change some rules to make things faster and easier for important projects.","Energy Policy; Executive Order; Federal Lands; Regulatory Reform; National Security; Mineral Resources; Economic Growth; Environmental Policy; Permitting Process","https://www.whitehouse.gov/presidential-actions/2025/01/unleashing-american-energy/"
"Second Lady Usha Vance","Fact Sheet","Usha Vance is a lawyer and the wife of the Vice President. She helps out with important things like opera and loves spending time with her family.","Usha Vance; Second Lady; JD Vance; White House; litigation; Yale Law School; Gates Cambridge Scholar; Washington National Opera","https://www.whitehouse.gov/administration/usha-vance/"
"White House Statement on Hostage Release – The White House","Press Release","President Trump helped free four people from a bad group called Hamas who were keeping them in tough places. The U.S. and Israel are working together to help more people and make the region peaceful.","White House; hostage release; President Trump; Hamas; Israel; peace; Middle East; diplomacy","https://www.whitehouse.gov/briefings-statements/2025/01/white-house-statement-on-hostage-release/"
"Withdrawing The United States From The World Health Organization – The White House","Executive Order","The President has decided that the United States will leave a group called the WHO because they think the group didn't do a good job during the COVID-19 problems, and it's too expensive for the U.S. Now they will find other friends to help instead.","US withdrawal; World Health Organization; COVID-19 response; Executive order; International health; US foreign policy","https://www.whitehouse.gov/presidential-actions/2025/01/withdrawing-the-united-states-from-the-worldhealth-organization/"
"The White House","Fact Sheet","This is about President Trump working hard to make America safe and strong for everyone. He wants to help lower prices, protect the country, and make energy powerful.","America; President Trump; Vice President; Melania Trump; 47th Administration; Priorities; Security; Energy; White House","https://www.whitehouse.gov/"
